category	wikidata_id	instances	first_edit	days	size	images	notes	issues	references	issue_clarify	discussion_size	incipit_size	totali	avg_pv	avg_pv_prev	VdQ	vetrina	Galleria_Commons	Pagina_su_Commons	article	article_wikipedia	website	unique_editors	latitude	longitude	visitors	public_private	staff	type	communication_expert	public_digital_archive	nonpublic_digital_archive	region
archivio	Q3603201																			abbazia di San Giacomo Maggiore	Abbazia di Pontida	Nessun sito web	47	45.73051	9.5041								
archivio	Q3603930																			Accademia Etrusca	Accademia Etrusca	http://www.accademia-etrusca.org/	23	43.275455555556	11.984980555556								
archivio	Q3603932																			Accademia Filarmonica Romana	Accademia Filarmonica Romana	https://www.filarmonicaromana.org	19	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3603934																			Accademia Italiana di Scienze Forestali	Accademia italiana di scienze forestali	http://www.aisf.it	27	43.7884	11.2848								
archivio	Q3603941																			Accademia Petrarca di Lettere, Arti e Scienze	Accademia Petrarca di lettere, arti e scienze	http://www.accademiapetrarca.it	19	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3603943																			Accademia Raffaello	Accademia Raffaello	http://www.accademiaraffaello.it/	22	43.7271228	12.637177								
archivio	Q3603946																			Accademia Nazionale delle Scienze detta dei XL	Accademia Nazionale delle Scienze detta dei XL	http://www.accademiaxl.it/	73	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3603998																			Accademia dei Sepolti	Accademia dei sepolti	Nessun sito web	15	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3604016																			Accademia di Belle Arti di Carrara	Accademia di belle arti di Carrara	http://www.accademiacarrara.it	71	44.0782	10.0992								
archivio	Q3604024																			"Accademia di belle arti ""Pietro Vannucci"""	Accademia di belle arti Pietro Vannucci	http://www.abaperugia.org	48	43.113948	12.383538								
archivio	Q3604033																			Accademia di belle arti di Palermo	Accademia di belle arti di Palermo	http://www.accademiadipalermo.it/	106	38.11562	13.35274								
archivio	Q3604051																			Accademia Nazionale di Danza	Accademia nazionale di danza	http://www.accademianazionaledanza.it/	51	41.88389	12.482998								
archivio	Q3606450																			Agenzia Giornalistica Italia	Agenzia Giornalistica Italia	https://www.agi.it	84	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3621633																			Archivio Cicconi	Archivio Allori	http://www.archivioallori.com	39	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3621634																			Archivio Diaristico Nazionale	Archivio Diaristico Nazionale	http://archiviodiari.org/	46	43.66946	12.041968								
archivio	Q3621636																			Archivio Famiglia Berneri	Archivio Famiglia Berneri	http://panizzi.comune.re.it/Sezione.jsp?idSezione=238	29	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3621641																			Archivio Nazionale Cinematografico della Resistenza	Archivio nazionale cinematografico della Resistenza	https://ancr.to.it	17	45.075885	7.674538								
archivio	Q3621642																			Archivio Piancastelli	Archivio Piancastelli	Nessun sito web	36	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3621645																			Archivio storico delle arti contemporanee	Archivio storico delle arti contemporanee	http://www.labiennale.org/it/asac	34	45.472282	12.252407								
archivio	Q3621646																			Archivio arcivescovile di Lucca	Archivio arcivescovile di Lucca	http://www.diocesilucca.it/index.php?id_ana=244	35	43.844198	10.501551								
archivio	Q3621647																			Archivio delle tradizioni popolari della Maremma grossetana	Archivio delle tradizioni popolari della Maremma grossetana	http://tradizioni.chelliana.it/index.php	39	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3621652																			Archivio di Stato di Firenze	Archivio di Stato di Firenze	http://www.archiviodistato.firenze.it/	42	43.76833	11.26954								
archivio	Q3621653																			Archivio di Stato di Mantova	Archivio di Stato di Mantova	http://www.archiviodistatomantova.beniculturali.it	28	45.15817	10.796832								
archivio	Q3621654																			Archivio di Stato di Lucca	Archivio di Stato di Lucca	http://www.archiviodistatoinlucca.beniculturali.it/	28	43.843944444444	10.50475								
archivio	Q3621655																			Archivio di Stato di Massa	Archivio di Stato di Massa	http://www.archiviodistatomassa.beniculturali.it	13	44.037588	10.13797								
archivio	Q3621657																			Archivio di Stato di Modena	Archivio di Stato di Modena	http://www.asmo.beniculturali.it/	21	44.64999	10.927919								
archivio	Q3621658																			Archivio di Stato di Parma	Archivio di Stato di Parma	http://www.archiviodistatoparma.beniculturali.it	26	44.803387	10.319287								
archivio	Q3621659																			Archivio di Stato di Piacenza	Archivio di Stato di Piacenza	http://www.archiviodistatopiacenza.beniculturali.it	28	45.05549	9.69531								
archivio	Q3621660																			Archivio di Stato di Siena	Archivio di Stato di Siena	https://archiviodistatosiena.cultura.gov.it	27	43.318954	11.332974								
archivio	Q3621672																			Archivio storico di Eduardo De Filippo	Archivio storico di Eduardo De Filippo	Nessun sito web	34	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3625740																			Associazione Sportiva Dilettantistica Asti	Associazione Sportiva Dilettantistica Asti	Deprecated	247	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3626582																			Associazione Italiana Editori	Associazione Italiana Editori	https://www.aie.it	36	45.454639	9.197877								
archivio	Q3626651																			ANICA	ANICA	http://www.anica.it	51	41.91115189	12.50887775								
archivio	Q3626660																			Associazione Nazionale Pubbliche Assistenze	Associazione Nazionale Pubbliche Assistenze	http://www.anpas.org/	99	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3627309																			Associazione nazionale per gli interessi del Mezzogiorno d'Italia	Associazione nazionale per gli interessi del Mezzogiorno d'Italia	http://www.animi.it	32	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3633746																			Banca Popolare di Spoleto	Banca Popolare di Spoleto	Nessun sito web	42	42.7356089	12.7365518								
archivio	Q3648960																			CUS Bari	CUS Bari	http://www.cusbari.it/	27	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3655581																			Canottieri Caprera	Canottieri Caprera	http://www.canottiericaprera.it	26	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3664758																			Centro Studi Americani	Centro Studi Americani	http://centrostudiamericani.org	19	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3667900																			chiesa Valdese	Chiesa Valdese (Firenze)	https://www.firenzevaldese.chiesavaldese.org	27	43.780073	11.260981								
archivio	Q3668232																			chiesa dei Santi Jacopo e Antonio	Chiesa dei Santi Jacopo e Antonio	Nessun sito web	29	44.23771	10.12278								
archivio	Q3668856																			chiesa della Beata Vergine del Soccorso	Chiesa della Beata Vergine del Soccorso (Rovigo)	http://www.tempiolarotonda.it	71	45.07258056	11.79402778								
archivio	Q3682917																			collegiata di Santa Maria	Collegiata di Santa Maria	Nessun sito web	39	43.61765	11.47244								
archivio	Q3685610																			Comunità ebraica di Siena	Comunità ebraica di Siena	Nessun sito web	16	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3685618																			Comunità ebraica di Urbino	Comunità ebraica di Urbino	Nessun sito web	14	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3687221																			Conservatorio Francesco Cilea	Conservatorio Francesco Cilea	https://www.conservatoriocilea.it/	55	38.113813	15.653014								
archivio	Q3689058																			Contrada della Pantera	Contrada della Pantera	https://www.contradadellapantera.it/	68	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3689060																			Contrada della Selva	Contrada della Selva	https://www.contradadellaselva.it/	87	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3689758																			Convitto Nazionale Cicognini	Convitto nazionale statale Francesco Cicognini	https://www.convittocicogniniprato.edu.it/	81	43.87876389	11.09382778								
archivio	Q3726212																			Ente Nazionale Sordi	Ente nazionale sordi	http://www.ens.it/	69	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3737490																			Fabbrica Europa	Fabbrica Europa	http://www.fabbricaeuropa.net	6	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3740936																			Federazione Italiana Canottaggio	Federazione Italiana Canottaggio	https://www.canottaggio.org/	29	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3747141																			Fondazione Arturo Toscanini	Fondazione Arturo Toscanini	Nessun sito web	19	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3747146																			Fondazione Biblioteca Benedetto Croce	Fondazione Biblioteca Benedetto Croce	http://www.fondazionebenedettocroce.it/	21	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3788816																			Istituto per la storia dell'età contemporanea	Istituto per la storia dell'età contemporanea	http://www.fondazioneisec.it	37	45.53500265	9.237080899999999								
archivio	Q3792965																			Il Sole 24 ORE Radiocor	Il Sole 24 ORE Radiocor	http://www.radiocor.ilsole24ore.com/	24	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3803596																			Istituto Calabrese per la storia dell'antifascismo e dell'Italia contemporanea	Istituto calabrese per la storia dell'antifascismo e dell'Italia contemporanea	https://www.icsaicstoria.it/	51	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3803704																			Istituto bergamasco per la storia della Resistenza e dell'età contemporanea	Istituto bergamasco per la storia della Resistenza e dell'età contemporanea	http://www.isrecbg.it	39	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3803714																			Istituto dell'Enciclopedia Italiana	Istituto dell'Enciclopedia Italiana	https://www.treccani.it/	126	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3803775																			Istituto nazionale di studi romani	Istituto nazionale di studi romani	https://www.studiromani.it/	25	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3803789																			Istituto per l'Oriente Carlo Alfonso Nallino	Istituto per l'Oriente Carlo Alfonso Nallino	http://www.ipocan.it/	28	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3803800																			Istituto per la storia del Risorgimento italiano	Istituto per la storia del Risorgimento italiano	http://www.risorgimento.it/	21	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3803806																			"Istituto piemontese per la storia della Resistenza e della società contemporanea ""Giorgio Agosti"""	"Istituto piemontese per la storia della Resistenza e della società contemporanea ""Giorgio Agosti"""	http://www.istoreto.it	26	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q3803823																			Istituto storico Parri - Bologna Metropolitana	Istituto storico Parri Bologna Metropolitana	https://www.istitutoparri.eu/	15	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q38047923																			Istituto storico della Resistenza Piero Fornara	Istituto storico della Resistenza Piero Fornara	http://www.isrn.it/	21	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q38257865																			monastero di Santa Rita da Cascia	Monastero di Santa Rita da Cascia	Nessun sito web	9	42.7185835	13.0102909								
